Reference tree: ../data/appbio11/symmetric_0.5/symmetric_0.5.tree
treefilename	Symmetric_difference
s164.align.1.msl.nwk	2
s230.align.1.msl.nwk	4
s153.align.1.msl.nwk	2
s033.align.1.msl.nwk	0
s261.align.1.msl.nwk	2
s143.align.1.msl.nwk	8
s001.align.1.msl.nwk	2
s060.align.1.msl.nwk	8
s239.align.1.msl.nwk	8
s265.align.1.msl.nwk	2
s010.align.1.msl.nwk	6
s210.align.1.msl.nwk	2
s097.align.1.msl.nwk	4
s131.align.1.msl.nwk	8
s043.align.1.msl.nwk	4
s155.align.1.msl.nwk	0
s277.align.1.msl.nwk	2
s024.align.1.msl.nwk	6
s151.align.1.msl.nwk	4
s192.align.1.msl.nwk	0
s036.align.1.msl.nwk	2
s138.align.1.msl.nwk	8
s139.align.1.msl.nwk	6
s200.align.1.msl.nwk	0
s098.align.1.msl.nwk	2
s021.align.1.msl.nwk	6
s166.align.1.msl.nwk	6
s158.align.1.msl.nwk	2
s207.align.1.msl.nwk	2
s085.align.1.msl.nwk	4
s171.align.1.msl.nwk	2
s152.align.1.msl.nwk	2
s236.align.1.msl.nwk	4
s185.align.1.msl.nwk	4
s006.align.1.msl.nwk	4
s255.align.1.msl.nwk	4
s140.align.1.msl.nwk	0
s168.align.1.msl.nwk	2
s154.align.1.msl.nwk	4
s130.align.1.msl.nwk	0
s090.align.1.msl.nwk	8
s178.align.1.msl.nwk	8
s116.align.1.msl.nwk	8
s026.align.1.msl.nwk	4
s266.align.1.msl.nwk	6
s248.align.1.msl.nwk	4
s241.align.1.msl.nwk	0
s183.align.1.msl.nwk	0
s052.align.1.msl.nwk	4
s045.align.1.msl.nwk	4
s048.align.1.msl.nwk	2
s218.align.1.msl.nwk	2
s005.align.1.msl.nwk	6
s262.align.1.msl.nwk	8
s203.align.1.msl.nwk	4
s287.align.1.msl.nwk	4
s242.align.1.msl.nwk	8
s238.align.1.msl.nwk	4
s027.align.1.msl.nwk	4
s286.align.1.msl.nwk	8
s059.align.1.msl.nwk	2
s213.align.1.msl.nwk	4
s041.align.1.msl.nwk	8
s231.align.1.msl.nwk	4
s170.align.1.msl.nwk	0
s176.align.1.msl.nwk	2
s224.align.1.msl.nwk	6
s135.align.1.msl.nwk	4
s227.align.1.msl.nwk	4
s191.align.1.msl.nwk	2
s030.align.1.msl.nwk	4
s007.align.1.msl.nwk	8
s091.align.1.msl.nwk	2
s114.align.1.msl.nwk	6
s149.align.1.msl.nwk	8
s144.align.1.msl.nwk	2
s083.align.1.msl.nwk	4
s295.align.1.msl.nwk	2
s074.align.1.msl.nwk	2
s202.align.1.msl.nwk	8
s061.align.1.msl.nwk	4
s259.align.1.msl.nwk	4
s132.align.1.msl.nwk	4
s271.align.1.msl.nwk	4
s067.align.1.msl.nwk	2
s055.align.1.msl.nwk	4
s037.align.1.msl.nwk	4
s070.align.1.msl.nwk	4
s234.align.1.msl.nwk	8
s072.align.1.msl.nwk	2
s240.align.1.msl.nwk	4
s053.align.1.msl.nwk	2
s137.align.1.msl.nwk	2
s289.align.1.msl.nwk	2
