Reference tree: appbio11/asymmetric_1.0/asymmetric_1.0.tree
treefilename	Symmetric_difference
s144.align.1.msl.txt.nwk	4
s145.align.1.msl.txt.nwk	16
s146.align.1.msl.txt.nwk	8
s147.align.1.msl.txt.nwk	10
s148.align.1.msl.txt.nwk	6
s149.align.1.msl.txt.nwk	12
s150.align.1.msl.txt.nwk	12
s151.align.1.msl.txt.nwk	14
s152.align.1.msl.txt.nwk	12
s153.align.1.msl.txt.nwk	12
s154.align.1.msl.txt.nwk	6
s155.align.1.msl.txt.nwk	8
s156.align.1.msl.txt.nwk	6
s157.align.1.msl.txt.nwk	6
s158.align.1.msl.txt.nwk	10
s159.align.1.msl.txt.nwk	6
s160.align.1.msl.txt.nwk	8
s161.align.1.msl.txt.nwk	6
s162.align.1.msl.txt.nwk	10
s163.align.1.msl.txt.nwk	12
s164.align.1.msl.txt.nwk	8
s165.align.1.msl.txt.nwk	18
s166.align.1.msl.txt.nwk	8
s167.align.1.msl.txt.nwk	12
s168.align.1.msl.txt.nwk	6
s169.align.1.msl.txt.nwk	12
s170.align.1.msl.txt.nwk	12
s171.align.1.msl.txt.nwk	12
s172.align.1.msl.txt.nwk	6
s173.align.1.msl.txt.nwk	8
s174.align.1.msl.txt.nwk	10
s175.align.1.msl.txt.nwk	12
s176.align.1.msl.txt.nwk	10
s177.align.1.msl.txt.nwk	10
s178.align.1.msl.txt.nwk	2
s179.align.1.msl.txt.nwk	14
s180.align.1.msl.txt.nwk	6
s181.align.1.msl.txt.nwk	10
s182.align.1.msl.txt.nwk	10
s183.align.1.msl.txt.nwk	12
s184.align.1.msl.txt.nwk	12
s185.align.1.msl.txt.nwk	16
s186.align.1.msl.txt.nwk	12
s187.align.1.msl.txt.nwk	8
s188.align.1.msl.txt.nwk	6
s189.align.1.msl.txt.nwk	8
s190.align.1.msl.txt.nwk	10
s191.align.1.msl.txt.nwk	6
s192.align.1.msl.txt.nwk	6
s193.align.1.msl.txt.nwk	14
s194.align.1.msl.txt.nwk	10
s195.align.1.msl.txt.nwk	16
s196.align.1.msl.txt.nwk	12
s197.align.1.msl.txt.nwk	14
s198.align.1.msl.txt.nwk	8
s199.align.1.msl.txt.nwk	10
s200.align.1.msl.txt.nwk	12
s201.align.1.msl.txt.nwk	14
s202.align.1.msl.txt.nwk	10
s203.align.1.msl.txt.nwk	6
s204.align.1.msl.txt.nwk	16
s205.align.1.msl.txt.nwk	6
s206.align.1.msl.txt.nwk	8
s207.align.1.msl.txt.nwk	10
s208.align.1.msl.txt.nwk	8
s209.align.1.msl.txt.nwk	14
s210.align.1.msl.txt.nwk	10
s211.align.1.msl.txt.nwk	14
s212.align.1.msl.txt.nwk	8
s213.align.1.msl.txt.nwk	16
s214.align.1.msl.txt.nwk	8
s215.align.1.msl.txt.nwk	6
s216.align.1.msl.txt.nwk	10
s217.align.1.msl.txt.nwk	8
s218.align.1.msl.txt.nwk	10
s219.align.1.msl.txt.nwk	14
s220.align.1.msl.txt.nwk	6
s221.align.1.msl.txt.nwk	4
s222.align.1.msl.txt.nwk	4
s223.align.1.msl.txt.nwk	8
s224.align.1.msl.txt.nwk	2
s225.align.1.msl.txt.nwk	12
s226.align.1.msl.txt.nwk	8
s227.align.1.msl.txt.nwk	10
s228.align.1.msl.txt.nwk	6
s229.align.1.msl.txt.nwk	8
s230.align.1.msl.txt.nwk	10
s231.align.1.msl.txt.nwk	8
s232.align.1.msl.txt.nwk	10
s233.align.1.msl.txt.nwk	12
s234.align.1.msl.txt.nwk	10
s235.align.1.msl.txt.nwk	6
s236.align.1.msl.txt.nwk	14
s237.align.1.msl.txt.nwk	4
s238.align.1.msl.txt.nwk	10
s239.align.1.msl.txt.nwk	18
s240.align.1.msl.txt.nwk	12
s241.align.1.msl.txt.nwk	10
s242.align.1.msl.txt.nwk	10
s243.align.1.msl.txt.nwk	10
s244.align.1.msl.txt.nwk	20
s245.align.1.msl.txt.nwk	10
s246.align.1.msl.txt.nwk	12
s247.align.1.msl.txt.nwk	4
s248.align.1.msl.txt.nwk	12
s249.align.1.msl.txt.nwk	14
s250.align.1.msl.txt.nwk	12
s251.align.1.msl.txt.nwk	12
s252.align.1.msl.txt.nwk	6
s253.align.1.msl.txt.nwk	16
s254.align.1.msl.txt.nwk	4
s255.align.1.msl.txt.nwk	10
s256.align.1.msl.txt.nwk	4
s257.align.1.msl.txt.nwk	8
s258.align.1.msl.txt.nwk	8
s259.align.1.msl.txt.nwk	8
s260.align.1.msl.txt.nwk	12
s261.align.1.msl.txt.nwk	10
s262.align.1.msl.txt.nwk	4
s263.align.1.msl.txt.nwk	8
s264.align.1.msl.txt.nwk	18
s265.align.1.msl.txt.nwk	14
s266.align.1.msl.txt.nwk	10
s267.align.1.msl.txt.nwk	20
s268.align.1.msl.txt.nwk	12
s269.align.1.msl.txt.nwk	10
s270.align.1.msl.txt.nwk	10
s271.align.1.msl.txt.nwk	12
s272.align.1.msl.txt.nwk	10
s273.align.1.msl.txt.nwk	16
s274.align.1.msl.txt.nwk	8
s275.align.1.msl.txt.nwk	8
s276.align.1.msl.txt.nwk	8
s277.align.1.msl.txt.nwk	8
s278.align.1.msl.txt.nwk	16
s279.align.1.msl.txt.nwk	10
s280.align.1.msl.txt.nwk	16
s281.align.1.msl.txt.nwk	12
s282.align.1.msl.txt.nwk	6
s283.align.1.msl.txt.nwk	10
s284.align.1.msl.txt.nwk	8
s285.align.1.msl.txt.nwk	14
s286.align.1.msl.txt.nwk	8
s287.align.1.msl.txt.nwk	6
s288.align.1.msl.txt.nwk	14
s289.align.1.msl.txt.nwk	8
s290.align.1.msl.txt.nwk	6
s291.align.1.msl.txt.nwk	12
s292.align.1.msl.txt.nwk	10
s293.align.1.msl.txt.nwk	8
s294.align.1.msl.txt.nwk	8
s295.align.1.msl.txt.nwk	6
s296.align.1.msl.txt.nwk	10
s297.align.1.msl.txt.nwk	16
s298.align.1.msl.txt.nwk	8
s299.align.1.msl.txt.nwk	8
s300.align.1.msl.txt.nwk	8
