Reference tree: appbio11/symmetric_2.0/symmetric_2.0.tree
treefilename	Symmetric_difference
s253.align.1.msl.txt.nwk	8
s254.align.1.msl.txt.nwk	4
s255.align.1.msl.txt.nwk	6
s256.align.1.msl.txt.nwk	8
s257.align.1.msl.txt.nwk	8
s258.align.1.msl.txt.nwk	4
s259.align.1.msl.txt.nwk	10
s260.align.1.msl.txt.nwk	10
s261.align.1.msl.txt.nwk	8
s262.align.1.msl.txt.nwk	12
s263.align.1.msl.txt.nwk	8
s264.align.1.msl.txt.nwk	10
s265.align.1.msl.txt.nwk	10
s266.align.1.msl.txt.nwk	14
s267.align.1.msl.txt.nwk	8
s268.align.1.msl.txt.nwk	4
s269.align.1.msl.txt.nwk	12
s270.align.1.msl.txt.nwk	10
s271.align.1.msl.txt.nwk	6
s272.align.1.msl.txt.nwk	6
s273.align.1.msl.txt.nwk	14
s274.align.1.msl.txt.nwk	10
s275.align.1.msl.txt.nwk	8
s276.align.1.msl.txt.nwk	10
s277.align.1.msl.txt.nwk	2
s278.align.1.msl.txt.nwk	8
s279.align.1.msl.txt.nwk	4
s280.align.1.msl.txt.nwk	6
s281.align.1.msl.txt.nwk	4
s282.align.1.msl.txt.nwk	4
s283.align.1.msl.txt.nwk	6
s284.align.1.msl.txt.nwk	2
s285.align.1.msl.txt.nwk	4
s286.align.1.msl.txt.nwk	8
s287.align.1.msl.txt.nwk	10
s288.align.1.msl.txt.nwk	6
s289.align.1.msl.txt.nwk	10
s290.align.1.msl.txt.nwk	2
s291.align.1.msl.txt.nwk	6
s292.align.1.msl.txt.nwk	12
s293.align.1.msl.txt.nwk	8
s294.align.1.msl.txt.nwk	8
s295.align.1.msl.txt.nwk	8
s296.align.1.msl.txt.nwk	6
s297.align.1.msl.txt.nwk	2
s298.align.1.msl.txt.nwk	12
s299.align.1.msl.txt.nwk	8
s300.align.1.msl.txt.nwk	10
