Reference tree: ../data/appbio11/symmetric_1.0/symmetric_1.0.tree
treefilename	Symmetric_difference
s164.align.1.msl.nwk	4
s230.align.1.msl.nwk	2
s153.align.1.msl.nwk	8
s033.align.1.msl.nwk	6
s261.align.1.msl.nwk	8
s143.align.1.msl.nwk	6
s001.align.1.msl.nwk	4
s060.align.1.msl.nwk	6
s239.align.1.msl.nwk	6
s265.align.1.msl.nwk	2
s010.align.1.msl.nwk	8
s210.align.1.msl.nwk	4
s097.align.1.msl.nwk	10
s131.align.1.msl.nwk	2
s043.align.1.msl.nwk	4
s155.align.1.msl.nwk	6
s277.align.1.msl.nwk	2
s024.align.1.msl.nwk	8
s151.align.1.msl.nwk	6
s192.align.1.msl.nwk	8
s036.align.1.msl.nwk	4
s138.align.1.msl.nwk	6
s139.align.1.msl.nwk	6
s200.align.1.msl.nwk	4
s098.align.1.msl.nwk	10
s021.align.1.msl.nwk	2
s166.align.1.msl.nwk	4
s158.align.1.msl.nwk	6
s207.align.1.msl.nwk	6
s085.align.1.msl.nwk	8
s171.align.1.msl.nwk	2
s152.align.1.msl.nwk	4
s236.align.1.msl.nwk	4
s185.align.1.msl.nwk	4
s006.align.1.msl.nwk	6
s255.align.1.msl.nwk	8
s140.align.1.msl.nwk	0
s168.align.1.msl.nwk	6
s154.align.1.msl.nwk	4
s130.align.1.msl.nwk	6
s090.align.1.msl.nwk	4
s178.align.1.msl.nwk	2
s116.align.1.msl.nwk	2
s026.align.1.msl.nwk	4
s266.align.1.msl.nwk	6
s248.align.1.msl.nwk	4
s241.align.1.msl.nwk	4
s183.align.1.msl.nwk	2
s052.align.1.msl.nwk	0
s045.align.1.msl.nwk	6
s048.align.1.msl.nwk	6
s218.align.1.msl.nwk	6
s005.align.1.msl.nwk	8
s262.align.1.msl.nwk	4
s203.align.1.msl.nwk	2
s287.align.1.msl.nwk	8
s242.align.1.msl.nwk	4
s238.align.1.msl.nwk	2
s027.align.1.msl.nwk	2
s286.align.1.msl.nwk	6
s059.align.1.msl.nwk	6
s213.align.1.msl.nwk	6
s041.align.1.msl.nwk	4
s231.align.1.msl.nwk	2
s170.align.1.msl.nwk	2
s176.align.1.msl.nwk	6
s224.align.1.msl.nwk	6
s135.align.1.msl.nwk	2
s227.align.1.msl.nwk	2
s191.align.1.msl.nwk	6
s030.align.1.msl.nwk	6
s007.align.1.msl.nwk	8
s091.align.1.msl.nwk	2
s114.align.1.msl.nwk	0
s149.align.1.msl.nwk	10
s144.align.1.msl.nwk	2
s083.align.1.msl.nwk	4
s295.align.1.msl.nwk	0
s074.align.1.msl.nwk	6
s202.align.1.msl.nwk	2
s061.align.1.msl.nwk	4
s259.align.1.msl.nwk	10
s132.align.1.msl.nwk	2
s271.align.1.msl.nwk	6
s067.align.1.msl.nwk	8
s055.align.1.msl.nwk	4
s037.align.1.msl.nwk	4
s070.align.1.msl.nwk	4
s234.align.1.msl.nwk	6
s072.align.1.msl.nwk	4
s240.align.1.msl.nwk	10
s053.align.1.msl.nwk	6
s137.align.1.msl.nwk	6
s289.align.1.msl.nwk	0
