Reference tree: ../data/appbio11/asymmetric_1.0/asymmetric_1.0.tree
treefilename	Symmetric_difference
s078.align.1.msl.output.nwk	8
s079.align.1.msl.output.nwk	8
s080.align.1.msl.output.nwk	10
s081.align.1.msl.output.nwk	6
s082.align.1.msl.output.nwk	6
s083.align.1.msl.output.nwk	14
s084.align.1.msl.output.nwk	8
s085.align.1.msl.output.nwk	10
s086.align.1.msl.output.nwk	8
s087.align.1.msl.output.nwk	4
s088.align.1.msl.output.nwk	8
s089.align.1.msl.output.nwk	14
s090.align.1.msl.output.nwk	8
s091.align.1.msl.output.nwk	10
s092.align.1.msl.output.nwk	10
s093.align.1.msl.output.nwk	8
s094.align.1.msl.output.nwk	8
s095.align.1.msl.output.nwk	8
s096.align.1.msl.output.nwk	12
s097.align.1.msl.output.nwk	6
s098.align.1.msl.output.nwk	6
s099.align.1.msl.output.nwk	6
s100.align.1.msl.output.nwk	10
s101.align.1.msl.output.nwk	8
s102.align.1.msl.output.nwk	12
s103.align.1.msl.output.nwk	10
s104.align.1.msl.output.nwk	10
s105.align.1.msl.output.nwk	18
s106.align.1.msl.output.nwk	4
s107.align.1.msl.output.nwk	8
s108.align.1.msl.output.nwk	4
s109.align.1.msl.output.nwk	10
s110.align.1.msl.output.nwk	6
s111.align.1.msl.output.nwk	6
s112.align.1.msl.output.nwk	12
s113.align.1.msl.output.nwk	6
s114.align.1.msl.output.nwk	6
s115.align.1.msl.output.nwk	10
s116.align.1.msl.output.nwk	12
s117.align.1.msl.output.nwk	8
s118.align.1.msl.output.nwk	6
s119.align.1.msl.output.nwk	14
s120.align.1.msl.output.nwk	4
s121.align.1.msl.output.nwk	8
s122.align.1.msl.output.nwk	12
s123.align.1.msl.output.nwk	12
s124.align.1.msl.output.nwk	6
s125.align.1.msl.output.nwk	12
s126.align.1.msl.output.nwk	6
s127.align.1.msl.output.nwk	12
s128.align.1.msl.output.nwk	10
s129.align.1.msl.output.nwk	6
s130.align.1.msl.output.nwk	10
s131.align.1.msl.output.nwk	10
s132.align.1.msl.output.nwk	10
s133.align.1.msl.output.nwk	8
s134.align.1.msl.output.nwk	6
s135.align.1.msl.output.nwk	14
s136.align.1.msl.output.nwk	12
s137.align.1.msl.output.nwk	10
s138.align.1.msl.output.nwk	12
s139.align.1.msl.output.nwk	8
s140.align.1.msl.output.nwk	12
s141.align.1.msl.output.nwk	6
s142.align.1.msl.output.nwk	10
s143.align.1.msl.output.nwk	8
s144.align.1.msl.output.nwk	8
s145.align.1.msl.output.nwk	10
s146.align.1.msl.output.nwk	8
s147.align.1.msl.output.nwk	12
s148.align.1.msl.output.nwk	10
s149.align.1.msl.output.nwk	14
s150.align.1.msl.output.nwk	6
s151.align.1.msl.output.nwk	8
s152.align.1.msl.output.nwk	10
s153.align.1.msl.output.nwk	12
s154.align.1.msl.output.nwk	6
s155.align.1.msl.output.nwk	6
s156.align.1.msl.output.nwk	6
s157.align.1.msl.output.nwk	10
s158.align.1.msl.output.nwk	10
s159.align.1.msl.output.nwk	10
s160.align.1.msl.output.nwk	8
s161.align.1.msl.output.nwk	14
s162.align.1.msl.output.nwk	4
s163.align.1.msl.output.nwk	8
s164.align.1.msl.output.nwk	6
s165.align.1.msl.output.nwk	12
s166.align.1.msl.output.nwk	8
s167.align.1.msl.output.nwk	8
s168.align.1.msl.output.nwk	10
s169.align.1.msl.output.nwk	6
s170.align.1.msl.output.nwk	10
s171.align.1.msl.output.nwk	12
s172.align.1.msl.output.nwk	6
s173.align.1.msl.output.nwk	12
s174.align.1.msl.output.nwk	8
s175.align.1.msl.output.nwk	8
s176.align.1.msl.output.nwk	12
s177.align.1.msl.output.nwk	10
s178.align.1.msl.output.nwk	8
s179.align.1.msl.output.nwk	6
s180.align.1.msl.output.nwk	2
s181.align.1.msl.output.nwk	10
s182.align.1.msl.output.nwk	4
s183.align.1.msl.output.nwk	8
s184.align.1.msl.output.nwk	12
s185.align.1.msl.output.nwk	8
s186.align.1.msl.output.nwk	18
s187.align.1.msl.output.nwk	10
s188.align.1.msl.output.nwk	6
s189.align.1.msl.output.nwk	8
s190.align.1.msl.output.nwk	8
s191.align.1.msl.output.nwk	10
s192.align.1.msl.output.nwk	16
s193.align.1.msl.output.nwk	12
s194.align.1.msl.output.nwk	8
s195.align.1.msl.output.nwk	14
s196.align.1.msl.output.nwk	10
s197.align.1.msl.output.nwk	10
s198.align.1.msl.output.nwk	8
s199.align.1.msl.output.nwk	4
s200.align.1.msl.output.nwk	10
s201.align.1.msl.output.nwk	10
s202.align.1.msl.output.nwk	10
s203.align.1.msl.output.nwk	8
s204.align.1.msl.output.nwk	14
s205.align.1.msl.output.nwk	14
s206.align.1.msl.output.nwk	10
s207.align.1.msl.output.nwk	10
s208.align.1.msl.output.nwk	10
s209.align.1.msl.output.nwk	4
s210.align.1.msl.output.nwk	6
s211.align.1.msl.output.nwk	10
s212.align.1.msl.output.nwk	8
s213.align.1.msl.output.nwk	8
s214.align.1.msl.output.nwk	4
s215.align.1.msl.output.nwk	10
s216.align.1.msl.output.nwk	10
s217.align.1.msl.output.nwk	10
s218.align.1.msl.output.nwk	10
s219.align.1.msl.output.nwk	6
s220.align.1.msl.output.nwk	6
s221.align.1.msl.output.nwk	10
s222.align.1.msl.output.nwk	4
s223.align.1.msl.output.nwk	12
s224.align.1.msl.output.nwk	8
s225.align.1.msl.output.nwk	6
s226.align.1.msl.output.nwk	12
s227.align.1.msl.output.nwk	8
s228.align.1.msl.output.nwk	4
s229.align.1.msl.output.nwk	10
s230.align.1.msl.output.nwk	12
s231.align.1.msl.output.nwk	10
s232.align.1.msl.output.nwk	10
s233.align.1.msl.output.nwk	8
s234.align.1.msl.output.nwk	8
s235.align.1.msl.output.nwk	4
s236.align.1.msl.output.nwk	14
s237.align.1.msl.output.nwk	4
s238.align.1.msl.output.nwk	10
s239.align.1.msl.output.nwk	6
s240.align.1.msl.output.nwk	12
s241.align.1.msl.output.nwk	8
s242.align.1.msl.output.nwk	10
s243.align.1.msl.output.nwk	10
s244.align.1.msl.output.nwk	14
s245.align.1.msl.output.nwk	8
s246.align.1.msl.output.nwk	10
s247.align.1.msl.output.nwk	6
s248.align.1.msl.output.nwk	8
s249.align.1.msl.output.nwk	8
s250.align.1.msl.output.nwk	12
s251.align.1.msl.output.nwk	12
s252.align.1.msl.output.nwk	6
s253.align.1.msl.output.nwk	12
s254.align.1.msl.output.nwk	4
s255.align.1.msl.output.nwk	12
s256.align.1.msl.output.nwk	8
s257.align.1.msl.output.nwk	6
s258.align.1.msl.output.nwk	8
s259.align.1.msl.output.nwk	12
s260.align.1.msl.output.nwk	12
s261.align.1.msl.output.nwk	8
s262.align.1.msl.output.nwk	10
s263.align.1.msl.output.nwk	6
s264.align.1.msl.output.nwk	8
s265.align.1.msl.output.nwk	12
s266.align.1.msl.output.nwk	8
s267.align.1.msl.output.nwk	14
s268.align.1.msl.output.nwk	8
s269.align.1.msl.output.nwk	10
s270.align.1.msl.output.nwk	8
s271.align.1.msl.output.nwk	10
s272.align.1.msl.output.nwk	4
s273.align.1.msl.output.nwk	18
s274.align.1.msl.output.nwk	10
s275.align.1.msl.output.nwk	12
s276.align.1.msl.output.nwk	6
s277.align.1.msl.output.nwk	10
s278.align.1.msl.output.nwk	8
s279.align.1.msl.output.nwk	4
s280.align.1.msl.output.nwk	18
s281.align.1.msl.output.nwk	12
s282.align.1.msl.output.nwk	4
s283.align.1.msl.output.nwk	12
s284.align.1.msl.output.nwk	10
s285.align.1.msl.output.nwk	4
s286.align.1.msl.output.nwk	6
s287.align.1.msl.output.nwk	10
s288.align.1.msl.output.nwk	16
s289.align.1.msl.output.nwk	8
s290.align.1.msl.output.nwk	12
s291.align.1.msl.output.nwk	10
s292.align.1.msl.output.nwk	8
s293.align.1.msl.output.nwk	8
s294.align.1.msl.output.nwk	10
s295.align.1.msl.output.nwk	6
s296.align.1.msl.output.nwk	10
s297.align.1.msl.output.nwk	14
s298.align.1.msl.output.nwk	8
s299.align.1.msl.output.nwk	8
s300.align.1.msl.output.nwk	6
