Reference tree: ../data/appbio11/symmetric_2.0/symmetric_2.0.tree
treefilename	Symmetric_difference
s073.align.1.msl.msl.nwk	8
s074.align.1.msl.msl.nwk	4
s075.align.1.msl.msl.nwk	4
s076.align.1.msl.msl.nwk	4
s077.align.1.msl.msl.nwk	12
s078.align.1.msl.msl.nwk	10
s079.align.1.msl.msl.nwk	2
s080.align.1.msl.msl.nwk	4
s081.align.1.msl.msl.nwk	10
s082.align.1.msl.msl.nwk	2
s083.align.1.msl.msl.nwk	4
s084.align.1.msl.msl.nwk	8
s085.align.1.msl.msl.nwk	6
s086.align.1.msl.msl.nwk	8
s087.align.1.msl.msl.nwk	4
s088.align.1.msl.msl.nwk	8
s089.align.1.msl.msl.nwk	6
s090.align.1.msl.msl.nwk	10
s091.align.1.msl.msl.nwk	4
s092.align.1.msl.msl.nwk	2
s093.align.1.msl.msl.nwk	6
s094.align.1.msl.msl.nwk	10
s095.align.1.msl.msl.nwk	10
s096.align.1.msl.msl.nwk	4
s097.align.1.msl.msl.nwk	2
s098.align.1.msl.msl.nwk	8
s099.align.1.msl.msl.nwk	10
s100.align.1.msl.msl.nwk	2
s101.align.1.msl.msl.nwk	6
s102.align.1.msl.msl.nwk	4
s103.align.1.msl.msl.nwk	0
s104.align.1.msl.msl.nwk	10
s105.align.1.msl.msl.nwk	8
s106.align.1.msl.msl.nwk	8
s107.align.1.msl.msl.nwk	4
s108.align.1.msl.msl.nwk	6
s109.align.1.msl.msl.nwk	8
s110.align.1.msl.msl.nwk	10
s111.align.1.msl.msl.nwk	6
s112.align.1.msl.msl.nwk	8
s113.align.1.msl.msl.nwk	2
s114.align.1.msl.msl.nwk	6
s115.align.1.msl.msl.nwk	10
s116.align.1.msl.msl.nwk	4
s117.align.1.msl.msl.nwk	4
s118.align.1.msl.msl.nwk	6
s119.align.1.msl.msl.nwk	0
s120.align.1.msl.msl.nwk	6
s121.align.1.msl.msl.nwk	6
s122.align.1.msl.msl.nwk	4
s123.align.1.msl.msl.nwk	4
s124.align.1.msl.msl.nwk	10
s125.align.1.msl.msl.nwk	8
s126.align.1.msl.msl.nwk	4
s127.align.1.msl.msl.nwk	6
s128.align.1.msl.msl.nwk	2
s129.align.1.msl.msl.nwk	6
s130.align.1.msl.msl.nwk	2
s131.align.1.msl.msl.nwk	2
s132.align.1.msl.msl.nwk	10
s133.align.1.msl.msl.nwk	0
s134.align.1.msl.msl.nwk	6
s135.align.1.msl.msl.nwk	6
s136.align.1.msl.msl.nwk	10
s137.align.1.msl.msl.nwk	12
s138.align.1.msl.msl.nwk	4
s139.align.1.msl.msl.nwk	8
s140.align.1.msl.msl.nwk	4
s141.align.1.msl.msl.nwk	4
s142.align.1.msl.msl.nwk	4
s143.align.1.msl.msl.nwk	4
s144.align.1.msl.msl.nwk	8
s145.align.1.msl.msl.nwk	8
s146.align.1.msl.msl.nwk	0
s147.align.1.msl.msl.nwk	8
s148.align.1.msl.msl.nwk	10
s149.align.1.msl.msl.nwk	2
s150.align.1.msl.msl.nwk	6
s151.align.1.msl.msl.nwk	10
s152.align.1.msl.msl.nwk	8
s153.align.1.msl.msl.nwk	8
s154.align.1.msl.msl.nwk	4
s155.align.1.msl.msl.nwk	6
s156.align.1.msl.msl.nwk	10
s157.align.1.msl.msl.nwk	6
s158.align.1.msl.msl.nwk	2
s159.align.1.msl.msl.nwk	8
s160.align.1.msl.msl.nwk	8
s161.align.1.msl.msl.nwk	8
s162.align.1.msl.msl.nwk	6
s163.align.1.msl.msl.nwk	4
s164.align.1.msl.msl.nwk	4
s165.align.1.msl.msl.nwk	2
s166.align.1.msl.msl.nwk	2
s167.align.1.msl.msl.nwk	10
s168.align.1.msl.msl.nwk	8
s169.align.1.msl.msl.nwk	8
s170.align.1.msl.msl.nwk	2
s171.align.1.msl.msl.nwk	4
s172.align.1.msl.msl.nwk	2
s173.align.1.msl.msl.nwk	4
s174.align.1.msl.msl.nwk	6
s175.align.1.msl.msl.nwk	2
s176.align.1.msl.msl.nwk	4
s177.align.1.msl.msl.nwk	6
s178.align.1.msl.msl.nwk	8
s179.align.1.msl.msl.nwk	6
s180.align.1.msl.msl.nwk	4
s181.align.1.msl.msl.nwk	10
s182.align.1.msl.msl.nwk	6
s183.align.1.msl.msl.nwk	4
s184.align.1.msl.msl.nwk	6
s185.align.1.msl.msl.nwk	8
s186.align.1.msl.msl.nwk	4
s187.align.1.msl.msl.nwk	6
s188.align.1.msl.msl.nwk	4
s189.align.1.msl.msl.nwk	6
s190.align.1.msl.msl.nwk	4
s191.align.1.msl.msl.nwk	6
s192.align.1.msl.msl.nwk	8
s193.align.1.msl.msl.nwk	4
s194.align.1.msl.msl.nwk	10
s195.align.1.msl.msl.nwk	2
s196.align.1.msl.msl.nwk	2
s197.align.1.msl.msl.nwk	6
s198.align.1.msl.msl.nwk	6
s199.align.1.msl.msl.nwk	4
s200.align.1.msl.msl.nwk	8
s201.align.1.msl.msl.nwk	6
s202.align.1.msl.msl.nwk	2
s203.align.1.msl.msl.nwk	4
s204.align.1.msl.msl.nwk	4
s205.align.1.msl.msl.nwk	10
s206.align.1.msl.msl.nwk	4
s207.align.1.msl.msl.nwk	4
s208.align.1.msl.msl.nwk	4
s209.align.1.msl.msl.nwk	6
s210.align.1.msl.msl.nwk	6
s211.align.1.msl.msl.nwk	2
s212.align.1.msl.msl.nwk	2
s213.align.1.msl.msl.nwk	8
s214.align.1.msl.msl.nwk	0
s215.align.1.msl.msl.nwk	10
s216.align.1.msl.msl.nwk	2
s217.align.1.msl.msl.nwk	4
s218.align.1.msl.msl.nwk	10
s219.align.1.msl.msl.nwk	8
s220.align.1.msl.msl.nwk	6
s221.align.1.msl.msl.nwk	4
s222.align.1.msl.msl.nwk	8
s223.align.1.msl.msl.nwk	8
s224.align.1.msl.msl.nwk	2
s225.align.1.msl.msl.nwk	8
s226.align.1.msl.msl.nwk	4
s227.align.1.msl.msl.nwk	6
s228.align.1.msl.msl.nwk	6
s229.align.1.msl.msl.nwk	4
s230.align.1.msl.msl.nwk	6
s231.align.1.msl.msl.nwk	4
s232.align.1.msl.msl.nwk	4
s233.align.1.msl.msl.nwk	6
s234.align.1.msl.msl.nwk	8
s235.align.1.msl.msl.nwk	6
s236.align.1.msl.msl.nwk	6
s237.align.1.msl.msl.nwk	4
s238.align.1.msl.msl.nwk	4
s239.align.1.msl.msl.nwk	12
s240.align.1.msl.msl.nwk	4
s241.align.1.msl.msl.nwk	12
s242.align.1.msl.msl.nwk	4
s243.align.1.msl.msl.nwk	6
s244.align.1.msl.msl.nwk	10
s245.align.1.msl.msl.nwk	6
s246.align.1.msl.msl.nwk	6
s247.align.1.msl.msl.nwk	6
s248.align.1.msl.msl.nwk	8
s249.align.1.msl.msl.nwk	6
s250.align.1.msl.msl.nwk	4
s251.align.1.msl.msl.nwk	10
s252.align.1.msl.msl.nwk	14
s253.align.1.msl.msl.nwk	6
s254.align.1.msl.msl.nwk	4
s255.align.1.msl.msl.nwk	8
s256.align.1.msl.msl.nwk	8
s257.align.1.msl.msl.nwk	8
s258.align.1.msl.msl.nwk	2
s259.align.1.msl.msl.nwk	6
s260.align.1.msl.msl.nwk	8
s261.align.1.msl.msl.nwk	8
s262.align.1.msl.msl.nwk	10
s263.align.1.msl.msl.nwk	4
s264.align.1.msl.msl.nwk	6
s265.align.1.msl.msl.nwk	10
s266.align.1.msl.msl.nwk	10
s267.align.1.msl.msl.nwk	4
s268.align.1.msl.msl.nwk	2
s269.align.1.msl.msl.nwk	6
s270.align.1.msl.msl.nwk	6
s271.align.1.msl.msl.nwk	4
s272.align.1.msl.msl.nwk	6
s273.align.1.msl.msl.nwk	2
s274.align.1.msl.msl.nwk	6
s275.align.1.msl.msl.nwk	6
s276.align.1.msl.msl.nwk	4
s277.align.1.msl.msl.nwk	2
s278.align.1.msl.msl.nwk	8
s279.align.1.msl.msl.nwk	6
s280.align.1.msl.msl.nwk	4
s281.align.1.msl.msl.nwk	4
s282.align.1.msl.msl.nwk	2
s283.align.1.msl.msl.nwk	4
s284.align.1.msl.msl.nwk	6
s285.align.1.msl.msl.nwk	2
s286.align.1.msl.msl.nwk	0
s287.align.1.msl.msl.nwk	2
s288.align.1.msl.msl.nwk	2
s289.align.1.msl.msl.nwk	10
s290.align.1.msl.msl.nwk	2
s291.align.1.msl.msl.nwk	2
s292.align.1.msl.msl.nwk	8
s293.align.1.msl.msl.nwk	6
s294.align.1.msl.msl.nwk	0
s295.align.1.msl.msl.nwk	6
s296.align.1.msl.msl.nwk	2
s297.align.1.msl.msl.nwk	2
s298.align.1.msl.msl.nwk	4
s299.align.1.msl.msl.nwk	12
s300.align.1.msl.msl.nwk	8
