Reference tree: appbio11/symmetric_0.5/symmetric_0.5.tree
treefilename	Symmetric_difference
s175.align.1.msl.txt.nwk	6
s176.align.1.msl.txt.nwk	6
s177.align.1.msl.txt.nwk	4
s178.align.1.msl.txt.nwk	10
s179.align.1.msl.txt.nwk	8
s180.align.1.msl.txt.nwk	6
s181.align.1.msl.txt.nwk	6
s182.align.1.msl.txt.nwk	4
s183.align.1.msl.txt.nwk	4
s184.align.1.msl.txt.nwk	10
s185.align.1.msl.txt.nwk	2
s186.align.1.msl.txt.nwk	6
s187.align.1.msl.txt.nwk	0
s188.align.1.msl.txt.nwk	0
s189.align.1.msl.txt.nwk	4
s190.align.1.msl.txt.nwk	2
s191.align.1.msl.txt.nwk	4
s192.align.1.msl.txt.nwk	0
s193.align.1.msl.txt.nwk	6
s194.align.1.msl.txt.nwk	8
s195.align.1.msl.txt.nwk	12
s196.align.1.msl.txt.nwk	6
s197.align.1.msl.txt.nwk	6
s198.align.1.msl.txt.nwk	8
s199.align.1.msl.txt.nwk	6
s200.align.1.msl.txt.nwk	8
s201.align.1.msl.txt.nwk	10
s202.align.1.msl.txt.nwk	10
s203.align.1.msl.txt.nwk	6
s204.align.1.msl.txt.nwk	4
s205.align.1.msl.txt.nwk	4
s206.align.1.msl.txt.nwk	6
s207.align.1.msl.txt.nwk	6
s208.align.1.msl.txt.nwk	6
s209.align.1.msl.txt.nwk	4
s210.align.1.msl.txt.nwk	6
s211.align.1.msl.txt.nwk	8
s212.align.1.msl.txt.nwk	8
s213.align.1.msl.txt.nwk	6
s214.align.1.msl.txt.nwk	4
s215.align.1.msl.txt.nwk	8
s216.align.1.msl.txt.nwk	8
s217.align.1.msl.txt.nwk	2
s218.align.1.msl.txt.nwk	2
s219.align.1.msl.txt.nwk	2
s220.align.1.msl.txt.nwk	6
s221.align.1.msl.txt.nwk	10
s222.align.1.msl.txt.nwk	6
s223.align.1.msl.txt.nwk	8
s224.align.1.msl.txt.nwk	6
s225.align.1.msl.txt.nwk	4
s226.align.1.msl.txt.nwk	0
s227.align.1.msl.txt.nwk	4
s228.align.1.msl.txt.nwk	8
s229.align.1.msl.txt.nwk	2
s230.align.1.msl.txt.nwk	8
s231.align.1.msl.txt.nwk	4
s232.align.1.msl.txt.nwk	2
s233.align.1.msl.txt.nwk	6
s234.align.1.msl.txt.nwk	6
s235.align.1.msl.txt.nwk	8
s236.align.1.msl.txt.nwk	6
s237.align.1.msl.txt.nwk	0
s238.align.1.msl.txt.nwk	4
s239.align.1.msl.txt.nwk	8
s240.align.1.msl.txt.nwk	4
s241.align.1.msl.txt.nwk	8
s242.align.1.msl.txt.nwk	8
s243.align.1.msl.txt.nwk	2
s244.align.1.msl.txt.nwk	4
s245.align.1.msl.txt.nwk	2
s246.align.1.msl.txt.nwk	10
s247.align.1.msl.txt.nwk	8
s248.align.1.msl.txt.nwk	6
s249.align.1.msl.txt.nwk	10
s250.align.1.msl.txt.nwk	6
s251.align.1.msl.txt.nwk	8
s252.align.1.msl.txt.nwk	10
s253.align.1.msl.txt.nwk	6
s254.align.1.msl.txt.nwk	0
s255.align.1.msl.txt.nwk	8
s256.align.1.msl.txt.nwk	4
s257.align.1.msl.txt.nwk	4
s258.align.1.msl.txt.nwk	4
s259.align.1.msl.txt.nwk	2
s260.align.1.msl.txt.nwk	2
s261.align.1.msl.txt.nwk	10
s262.align.1.msl.txt.nwk	6
s263.align.1.msl.txt.nwk	0
s264.align.1.msl.txt.nwk	10
s265.align.1.msl.txt.nwk	10
s266.align.1.msl.txt.nwk	4
s267.align.1.msl.txt.nwk	0
s268.align.1.msl.txt.nwk	8
s269.align.1.msl.txt.nwk	8
s270.align.1.msl.txt.nwk	6
s271.align.1.msl.txt.nwk	4
s272.align.1.msl.txt.nwk	4
s273.align.1.msl.txt.nwk	6
s274.align.1.msl.txt.nwk	6
s275.align.1.msl.txt.nwk	2
s276.align.1.msl.txt.nwk	4
s277.align.1.msl.txt.nwk	14
s278.align.1.msl.txt.nwk	4
s279.align.1.msl.txt.nwk	8
s280.align.1.msl.txt.nwk	4
s281.align.1.msl.txt.nwk	6
s282.align.1.msl.txt.nwk	4
s283.align.1.msl.txt.nwk	4
s284.align.1.msl.txt.nwk	4
s285.align.1.msl.txt.nwk	2
s286.align.1.msl.txt.nwk	10
s287.align.1.msl.txt.nwk	6
s288.align.1.msl.txt.nwk	10
s289.align.1.msl.txt.nwk	2
s290.align.1.msl.txt.nwk	2
s291.align.1.msl.txt.nwk	2
s292.align.1.msl.txt.nwk	2
s293.align.1.msl.txt.nwk	0
s294.align.1.msl.txt.nwk	4
s295.align.1.msl.txt.nwk	0
s296.align.1.msl.txt.nwk	4
s297.align.1.msl.txt.nwk	10
s298.align.1.msl.txt.nwk	2
s299.align.1.msl.txt.nwk	0
s300.align.1.msl.txt.nwk	0
