Reference tree: ../data/appbio11/symmetric_1.0/symmetric_1.0.tree
treefilename	Symmetric_difference
s056.align.1.msl.output.nwk	4
s057.align.1.msl.output.nwk	4
s058.align.1.msl.output.nwk	4
s059.align.1.msl.output.nwk	6
s060.align.1.msl.output.nwk	6
s061.align.1.msl.output.nwk	4
s062.align.1.msl.output.nwk	4
s063.align.1.msl.output.nwk	2
s064.align.1.msl.output.nwk	4
s065.align.1.msl.output.nwk	4
s066.align.1.msl.output.nwk	8
s067.align.1.msl.output.nwk	8
s068.align.1.msl.output.nwk	6
s069.align.1.msl.output.nwk	4
s070.align.1.msl.output.nwk	2
s071.align.1.msl.output.nwk	6
s072.align.1.msl.output.nwk	4
s073.align.1.msl.output.nwk	4
s074.align.1.msl.output.nwk	6
s075.align.1.msl.output.nwk	0
s076.align.1.msl.output.nwk	8
s077.align.1.msl.output.nwk	4
s078.align.1.msl.output.nwk	2
s079.align.1.msl.output.nwk	4
s080.align.1.msl.output.nwk	2
s081.align.1.msl.output.nwk	6
s082.align.1.msl.output.nwk	6
s083.align.1.msl.output.nwk	4
s084.align.1.msl.output.nwk	4
s085.align.1.msl.output.nwk	10
s086.align.1.msl.output.nwk	4
s087.align.1.msl.output.nwk	8
s088.align.1.msl.output.nwk	6
s089.align.1.msl.output.nwk	4
s090.align.1.msl.output.nwk	4
s091.align.1.msl.output.nwk	2
s092.align.1.msl.output.nwk	8
s093.align.1.msl.output.nwk	6
s094.align.1.msl.output.nwk	4
s095.align.1.msl.output.nwk	6
s096.align.1.msl.output.nwk	2
s097.align.1.msl.output.nwk	6
s098.align.1.msl.output.nwk	8
s099.align.1.msl.output.nwk	0
s100.align.1.msl.output.nwk	2
s101.align.1.msl.output.nwk	8
s102.align.1.msl.output.nwk	6
s103.align.1.msl.output.nwk	6
s104.align.1.msl.output.nwk	8
s105.align.1.msl.output.nwk	4
s106.align.1.msl.output.nwk	4
s107.align.1.msl.output.nwk	4
s108.align.1.msl.output.nwk	6
s109.align.1.msl.output.nwk	6
s110.align.1.msl.output.nwk	4
s111.align.1.msl.output.nwk	8
s112.align.1.msl.output.nwk	4
s113.align.1.msl.output.nwk	6
s114.align.1.msl.output.nwk	0
s115.align.1.msl.output.nwk	4
s116.align.1.msl.output.nwk	2
s117.align.1.msl.output.nwk	0
s118.align.1.msl.output.nwk	6
s119.align.1.msl.output.nwk	2
s120.align.1.msl.output.nwk	4
s121.align.1.msl.output.nwk	0
s122.align.1.msl.output.nwk	6
s123.align.1.msl.output.nwk	6
s124.align.1.msl.output.nwk	8
s125.align.1.msl.output.nwk	10
s126.align.1.msl.output.nwk	8
s127.align.1.msl.output.nwk	2
s128.align.1.msl.output.nwk	10
s129.align.1.msl.output.nwk	8
s130.align.1.msl.output.nwk	4
s131.align.1.msl.output.nwk	2
s132.align.1.msl.output.nwk	2
s133.align.1.msl.output.nwk	6
s134.align.1.msl.output.nwk	2
s135.align.1.msl.output.nwk	2
s136.align.1.msl.output.nwk	6
s137.align.1.msl.output.nwk	8
s138.align.1.msl.output.nwk	6
s139.align.1.msl.output.nwk	6
s140.align.1.msl.output.nwk	0
s141.align.1.msl.output.nwk	8
s142.align.1.msl.output.nwk	4
s143.align.1.msl.output.nwk	6
s144.align.1.msl.output.nwk	4
s145.align.1.msl.output.nwk	8
s146.align.1.msl.output.nwk	4
s147.align.1.msl.output.nwk	8
s148.align.1.msl.output.nwk	4
s149.align.1.msl.output.nwk	12
s150.align.1.msl.output.nwk	8
s151.align.1.msl.output.nwk	6
s152.align.1.msl.output.nwk	10
s153.align.1.msl.output.nwk	6
s154.align.1.msl.output.nwk	4
s155.align.1.msl.output.nwk	6
s156.align.1.msl.output.nwk	4
s157.align.1.msl.output.nwk	8
s158.align.1.msl.output.nwk	4
s159.align.1.msl.output.nwk	4
s160.align.1.msl.output.nwk	0
s161.align.1.msl.output.nwk	8
s162.align.1.msl.output.nwk	6
s163.align.1.msl.output.nwk	6
s164.align.1.msl.output.nwk	4
s165.align.1.msl.output.nwk	6
s166.align.1.msl.output.nwk	4
s167.align.1.msl.output.nwk	8
s168.align.1.msl.output.nwk	6
s169.align.1.msl.output.nwk	2
s170.align.1.msl.output.nwk	4
s171.align.1.msl.output.nwk	2
s172.align.1.msl.output.nwk	4
s173.align.1.msl.output.nwk	4
s174.align.1.msl.output.nwk	2
s175.align.1.msl.output.nwk	4
s176.align.1.msl.output.nwk	4
s177.align.1.msl.output.nwk	4
s178.align.1.msl.output.nwk	0
s179.align.1.msl.output.nwk	4
s180.align.1.msl.output.nwk	2
s181.align.1.msl.output.nwk	6
s182.align.1.msl.output.nwk	4
s183.align.1.msl.output.nwk	10
s184.align.1.msl.output.nwk	4
s185.align.1.msl.output.nwk	6
s186.align.1.msl.output.nwk	6
s187.align.1.msl.output.nwk	4
s188.align.1.msl.output.nwk	2
s189.align.1.msl.output.nwk	6
s190.align.1.msl.output.nwk	4
s191.align.1.msl.output.nwk	4
s192.align.1.msl.output.nwk	8
s193.align.1.msl.output.nwk	2
s194.align.1.msl.output.nwk	4
s195.align.1.msl.output.nwk	4
s196.align.1.msl.output.nwk	2
s197.align.1.msl.output.nwk	8
s198.align.1.msl.output.nwk	4
s199.align.1.msl.output.nwk	4
s200.align.1.msl.output.nwk	4
s201.align.1.msl.output.nwk	4
s202.align.1.msl.output.nwk	4
s203.align.1.msl.output.nwk	0
s204.align.1.msl.output.nwk	4
s205.align.1.msl.output.nwk	8
s206.align.1.msl.output.nwk	8
s207.align.1.msl.output.nwk	6
s208.align.1.msl.output.nwk	2
s209.align.1.msl.output.nwk	6
s210.align.1.msl.output.nwk	2
s211.align.1.msl.output.nwk	4
s212.align.1.msl.output.nwk	6
s213.align.1.msl.output.nwk	4
s214.align.1.msl.output.nwk	10
s215.align.1.msl.output.nwk	2
s216.align.1.msl.output.nwk	4
s217.align.1.msl.output.nwk	12
s218.align.1.msl.output.nwk	8
s219.align.1.msl.output.nwk	8
s220.align.1.msl.output.nwk	2
s221.align.1.msl.output.nwk	4
s222.align.1.msl.output.nwk	6
s223.align.1.msl.output.nwk	6
s224.align.1.msl.output.nwk	8
s225.align.1.msl.output.nwk	6
s226.align.1.msl.output.nwk	6
s227.align.1.msl.output.nwk	2
s228.align.1.msl.output.nwk	6
s229.align.1.msl.output.nwk	4
s230.align.1.msl.output.nwk	2
s231.align.1.msl.output.nwk	2
s232.align.1.msl.output.nwk	6
s233.align.1.msl.output.nwk	8
s234.align.1.msl.output.nwk	10
s235.align.1.msl.output.nwk	2
s236.align.1.msl.output.nwk	10
s237.align.1.msl.output.nwk	4
s238.align.1.msl.output.nwk	2
s239.align.1.msl.output.nwk	4
s240.align.1.msl.output.nwk	8
s241.align.1.msl.output.nwk	4
s242.align.1.msl.output.nwk	2
s243.align.1.msl.output.nwk	6
s244.align.1.msl.output.nwk	6
s245.align.1.msl.output.nwk	2
s246.align.1.msl.output.nwk	10
s247.align.1.msl.output.nwk	6
s248.align.1.msl.output.nwk	4
s249.align.1.msl.output.nwk	6
s250.align.1.msl.output.nwk	4
s251.align.1.msl.output.nwk	4
s252.align.1.msl.output.nwk	6
s253.align.1.msl.output.nwk	4
s254.align.1.msl.output.nwk	4
s255.align.1.msl.output.nwk	8
s256.align.1.msl.output.nwk	2
s257.align.1.msl.output.nwk	8
s258.align.1.msl.output.nwk	6
s259.align.1.msl.output.nwk	6
s260.align.1.msl.output.nwk	4
s261.align.1.msl.output.nwk	8
s262.align.1.msl.output.nwk	2
s263.align.1.msl.output.nwk	4
s264.align.1.msl.output.nwk	0
s265.align.1.msl.output.nwk	0
s266.align.1.msl.output.nwk	6
s267.align.1.msl.output.nwk	2
s268.align.1.msl.output.nwk	6
s269.align.1.msl.output.nwk	4
s270.align.1.msl.output.nwk	2
s271.align.1.msl.output.nwk	4
s272.align.1.msl.output.nwk	6
s273.align.1.msl.output.nwk	4
s274.align.1.msl.output.nwk	10
s275.align.1.msl.output.nwk	4
s276.align.1.msl.output.nwk	8
s277.align.1.msl.output.nwk	4
s278.align.1.msl.output.nwk	2
s279.align.1.msl.output.nwk	4
s280.align.1.msl.output.nwk	4
s281.align.1.msl.output.nwk	4
s282.align.1.msl.output.nwk	0
s283.align.1.msl.output.nwk	2
s284.align.1.msl.output.nwk	2
s285.align.1.msl.output.nwk	8
s286.align.1.msl.output.nwk	6
s287.align.1.msl.output.nwk	6
s288.align.1.msl.output.nwk	4
s289.align.1.msl.output.nwk	2
s290.align.1.msl.output.nwk	6
s291.align.1.msl.output.nwk	10
s292.align.1.msl.output.nwk	0
s293.align.1.msl.output.nwk	4
s294.align.1.msl.output.nwk	0
s295.align.1.msl.output.nwk	0
s296.align.1.msl.output.nwk	6
s297.align.1.msl.output.nwk	4
s298.align.1.msl.output.nwk	6
s299.align.1.msl.output.nwk	10
s300.align.1.msl.output.nwk	4
