Reference tree: ../data/appbio11/symmetric_0.5/symmetric_0.5.tree
treefilename	Symmetric_difference
s090.align.1.msl.output.nwk	8
s091.align.1.msl.output.nwk	2
s092.align.1.msl.output.nwk	2
s093.align.1.msl.output.nwk	6
s094.align.1.msl.output.nwk	4
s095.align.1.msl.output.nwk	6
s096.align.1.msl.output.nwk	6
s097.align.1.msl.output.nwk	4
s098.align.1.msl.output.nwk	4
s099.align.1.msl.output.nwk	2
s100.align.1.msl.output.nwk	4
s101.align.1.msl.output.nwk	6
s102.align.1.msl.output.nwk	2
s103.align.1.msl.output.nwk	4
s104.align.1.msl.output.nwk	4
s105.align.1.msl.output.nwk	4
s106.align.1.msl.output.nwk	2
s107.align.1.msl.output.nwk	4
s108.align.1.msl.output.nwk	4
s109.align.1.msl.output.nwk	4
s110.align.1.msl.output.nwk	6
s111.align.1.msl.output.nwk	2
s112.align.1.msl.output.nwk	2
s113.align.1.msl.output.nwk	4
s114.align.1.msl.output.nwk	4
s115.align.1.msl.output.nwk	6
s116.align.1.msl.output.nwk	10
s117.align.1.msl.output.nwk	4
s118.align.1.msl.output.nwk	4
s119.align.1.msl.output.nwk	4
s120.align.1.msl.output.nwk	2
s121.align.1.msl.output.nwk	4
s122.align.1.msl.output.nwk	2
s123.align.1.msl.output.nwk	4
s124.align.1.msl.output.nwk	8
s125.align.1.msl.output.nwk	6
s126.align.1.msl.output.nwk	6
s127.align.1.msl.output.nwk	6
s128.align.1.msl.output.nwk	6
s129.align.1.msl.output.nwk	0
s130.align.1.msl.output.nwk	0
s131.align.1.msl.output.nwk	8
s132.align.1.msl.output.nwk	4
s133.align.1.msl.output.nwk	6
s134.align.1.msl.output.nwk	6
s135.align.1.msl.output.nwk	4
s136.align.1.msl.output.nwk	2
s137.align.1.msl.output.nwk	2
s138.align.1.msl.output.nwk	6
s139.align.1.msl.output.nwk	4
s140.align.1.msl.output.nwk	0
s141.align.1.msl.output.nwk	4
s142.align.1.msl.output.nwk	6
s143.align.1.msl.output.nwk	8
s144.align.1.msl.output.nwk	4
s145.align.1.msl.output.nwk	2
s146.align.1.msl.output.nwk	6
s147.align.1.msl.output.nwk	2
s148.align.1.msl.output.nwk	0
s149.align.1.msl.output.nwk	10
s150.align.1.msl.output.nwk	4
s151.align.1.msl.output.nwk	4
s152.align.1.msl.output.nwk	2
s153.align.1.msl.output.nwk	4
s154.align.1.msl.output.nwk	4
s155.align.1.msl.output.nwk	2
s156.align.1.msl.output.nwk	4
s157.align.1.msl.output.nwk	2
s158.align.1.msl.output.nwk	0
s159.align.1.msl.output.nwk	4
s160.align.1.msl.output.nwk	4
s161.align.1.msl.output.nwk	0
s162.align.1.msl.output.nwk	8
s163.align.1.msl.output.nwk	6
s164.align.1.msl.output.nwk	0
s165.align.1.msl.output.nwk	4
s166.align.1.msl.output.nwk	4
s167.align.1.msl.output.nwk	10
s168.align.1.msl.output.nwk	2
s169.align.1.msl.output.nwk	2
s170.align.1.msl.output.nwk	0
s171.align.1.msl.output.nwk	4
s172.align.1.msl.output.nwk	4
s173.align.1.msl.output.nwk	6
s174.align.1.msl.output.nwk	6
s175.align.1.msl.output.nwk	4
s176.align.1.msl.output.nwk	4
s177.align.1.msl.output.nwk	4
s178.align.1.msl.output.nwk	8
s179.align.1.msl.output.nwk	4
s180.align.1.msl.output.nwk	8
s181.align.1.msl.output.nwk	6
s182.align.1.msl.output.nwk	0
s183.align.1.msl.output.nwk	0
s184.align.1.msl.output.nwk	8
s185.align.1.msl.output.nwk	6
s186.align.1.msl.output.nwk	6
s187.align.1.msl.output.nwk	2
s188.align.1.msl.output.nwk	2
s189.align.1.msl.output.nwk	0
s190.align.1.msl.output.nwk	0
s191.align.1.msl.output.nwk	4
s192.align.1.msl.output.nwk	0
s193.align.1.msl.output.nwk	6
s194.align.1.msl.output.nwk	6
s195.align.1.msl.output.nwk	4
s196.align.1.msl.output.nwk	6
s197.align.1.msl.output.nwk	4
s198.align.1.msl.output.nwk	6
s199.align.1.msl.output.nwk	2
s200.align.1.msl.output.nwk	2
s201.align.1.msl.output.nwk	4
s202.align.1.msl.output.nwk	8
s203.align.1.msl.output.nwk	4
s204.align.1.msl.output.nwk	6
s205.align.1.msl.output.nwk	8
s206.align.1.msl.output.nwk	4
s207.align.1.msl.output.nwk	4
s208.align.1.msl.output.nwk	2
s209.align.1.msl.output.nwk	4
s210.align.1.msl.output.nwk	6
s211.align.1.msl.output.nwk	8
s212.align.1.msl.output.nwk	6
s213.align.1.msl.output.nwk	6
s214.align.1.msl.output.nwk	2
s215.align.1.msl.output.nwk	6
s216.align.1.msl.output.nwk	2
s217.align.1.msl.output.nwk	4
s218.align.1.msl.output.nwk	0
s219.align.1.msl.output.nwk	4
s220.align.1.msl.output.nwk	6
s221.align.1.msl.output.nwk	4
s222.align.1.msl.output.nwk	4
s223.align.1.msl.output.nwk	6
s224.align.1.msl.output.nwk	6
s225.align.1.msl.output.nwk	6
s226.align.1.msl.output.nwk	6
s227.align.1.msl.output.nwk	2
s228.align.1.msl.output.nwk	4
s229.align.1.msl.output.nwk	2
s230.align.1.msl.output.nwk	6
s231.align.1.msl.output.nwk	4
s232.align.1.msl.output.nwk	6
s233.align.1.msl.output.nwk	8
s234.align.1.msl.output.nwk	4
s235.align.1.msl.output.nwk	8
s236.align.1.msl.output.nwk	4
s237.align.1.msl.output.nwk	4
s238.align.1.msl.output.nwk	4
s239.align.1.msl.output.nwk	6
s240.align.1.msl.output.nwk	2
s241.align.1.msl.output.nwk	2
s242.align.1.msl.output.nwk	6
s243.align.1.msl.output.nwk	8
s244.align.1.msl.output.nwk	2
s245.align.1.msl.output.nwk	2
s246.align.1.msl.output.nwk	4
s247.align.1.msl.output.nwk	4
s248.align.1.msl.output.nwk	0
s249.align.1.msl.output.nwk	4
s250.align.1.msl.output.nwk	4
s251.align.1.msl.output.nwk	4
s252.align.1.msl.output.nwk	4
s253.align.1.msl.output.nwk	4
s254.align.1.msl.output.nwk	0
s255.align.1.msl.output.nwk	4
s256.align.1.msl.output.nwk	6
s257.align.1.msl.output.nwk	6
s258.align.1.msl.output.nwk	0
s259.align.1.msl.output.nwk	2
s260.align.1.msl.output.nwk	6
s261.align.1.msl.output.nwk	0
s262.align.1.msl.output.nwk	6
s263.align.1.msl.output.nwk	0
s264.align.1.msl.output.nwk	12
s265.align.1.msl.output.nwk	4
s266.align.1.msl.output.nwk	6
s267.align.1.msl.output.nwk	4
s268.align.1.msl.output.nwk	0
s269.align.1.msl.output.nwk	6
s270.align.1.msl.output.nwk	8
s271.align.1.msl.output.nwk	2
s272.align.1.msl.output.nwk	4
s273.align.1.msl.output.nwk	8
s274.align.1.msl.output.nwk	4
s275.align.1.msl.output.nwk	2
s276.align.1.msl.output.nwk	6
s277.align.1.msl.output.nwk	2
s278.align.1.msl.output.nwk	8
s279.align.1.msl.output.nwk	8
s280.align.1.msl.output.nwk	2
s281.align.1.msl.output.nwk	8
s282.align.1.msl.output.nwk	4
s283.align.1.msl.output.nwk	4
s284.align.1.msl.output.nwk	6
s285.align.1.msl.output.nwk	2
s286.align.1.msl.output.nwk	6
s287.align.1.msl.output.nwk	4
s288.align.1.msl.output.nwk	6
s289.align.1.msl.output.nwk	2
s290.align.1.msl.output.nwk	6
s291.align.1.msl.output.nwk	0
s292.align.1.msl.output.nwk	0
s293.align.1.msl.output.nwk	4
s294.align.1.msl.output.nwk	8
s295.align.1.msl.output.nwk	2
s296.align.1.msl.output.nwk	4
s297.align.1.msl.output.nwk	6
s298.align.1.msl.output.nwk	2
s299.align.1.msl.output.nwk	2
s300.align.1.msl.output.nwk	2
